Unique Name,MergeType,Service / Program,Provider,Locations Link,loc-rids,Provider Name,Provider id,Parent Org,Parent Org Name,Parent Org id,Print Provider,OLD - Service Type,OLD - Condensed Type (MAP),Status,OLD - Tags,OLD - Quick Filter,Details,Service Times,Online Only Check,Appt Only Check,Eligibility,Lang Support,Languages,OLD - Service Cost,Cost Type,Set Cost,Sliding Scale - Low,Sliding Scale - High,Max Income Eligibility,Cost Details,Service Area,OLD - Attachments,Display Website,Website (Service),Website (Provider),Apply Online Link,Schedule Appt Link,URL-Phone,Display Phone,Phone (Service),Phone (Provider),Display Appt Only Phone,Appt Only Phone,Display Email,Email (Service),Email (Provider),Appt Only Email,Email (Web Form),Address: Line 1,Address: Line 2,Address: City,Address: State,Address: Zipcode,Address: Latitude,Address: Longitude,Display Address,Display URL-Address,Service URL-Address,Provider URL-Address,Address: Combo,Address: MAP,Address: Combo (Provider),Address: MAP (Provider),Print Contact Info,Print Lang Info,Same as Provider,Update Check (Disp),Update Check,Next Update Date,Last Updated,Last Updated By,Date Added,Created By,Short Details,AutoUpdateFIll,id,id-text,TrueCheckbox,Location ids,loc-ids-text,Multi-Loc Check,Service Type-NEW,Quick Filter-NEW,Service Type id,Service Groups,Service Group Types,Service Group ids,Tags-NEW,Tag Groups,Tag ids,Documents,Docx ids,Notes & Alerts,N&A ids,Form Submissions,Favorites Link,Favorites user ids,Events Link,Event ids,Contacts Link,Contact ids,Record_ID,Softr_Item_Page,Provider Locations,Pathways Link
Multiple Myeloma Grant - Family Reach - 68,NEW,Multiple Myeloma Grant,Family Reach_21,"""142 Berkeley St, Boston, MA 2116""",recvANZsYH5Uxk1ZX,Family Reach,21,,,,Family Reach,,,Temporary Closure,,,"Assists patients and caregivers facing financial hardship as a result of a multiple myeloma diagnosis.

The grant cap for this fund is $1,000. This can be paid as a direct check, toward eligible bills, or a combination of the two.",Apply Online,,,"'- Multiple myeloma cancer diagnosis
- Currently in active treatment in the US or US territory
- Must be a healthcare professional who can confirm where the patient is receiving treatment
- Federal Poverty Level (FPL) of 300% or less",,,,,,,,,,,,https://familyreach.org/financialassistance/,https://familyreach.org/financialassistance/,https://familyreach.org/,,,tel://8572332764,(857) 233-2764,,(857) 233-2764,,,,,,,,,,,,,,,"142 Berkeley St, Boston, MA 2116",https://www.google.com/maps/search/142%20Berkeley%20St%2C%20Boston%2C%20MA%202116,https://www.google.com/maps/search/142%20Berkeley%20St%2C%20Boston%2C%20MA%202116,https://www.google.com/maps/search/142%20Berkeley%20St%2C%20Boston%2C%20MA%202116,,"142 Berkeley St, Boston, MA 2116","142 Berkeley St, Boston, MA 2116","142 Berkeley St, Boston, MA 2116","(857) 233-2764 | 142 Berkeley St, Boston, MA 2116",No listed language support,0,Please Update,Needs Update,4/8/2025 1:55am,1/7/2025 5:55pm,Gerrit Van Zwol,6/4/2024,Gerrit Van Zwol,Assists patients and caregivers fac...,,68,68,Yes,32,32,Single,Financial Assistance,Financial,13,,,,"Medical,Grant,Financial,Medical Bill","Medical, Gov Programs, Financial","41, 94, 71, 42",,,,,,,,,,,,recIe5uaPHmhAPeeB,https://resourcecenter.softr.app/service-details?recordId=recIe5uaPHmhAPeeB,"""142 Berkeley St, Boston, MA 2116""",
Pediatric Grant - Family Reach - 69,NEW,Pediatric Grant,Family Reach_21,"""142 Berkeley St, Boston, MA 2116""",recvANZsYH5Uxk1ZX,Family Reach,21,,,,Family Reach,,,Temporary Closure,,,Assists pediatric patients and their caregivers facing financial hardship as a result of a cancer diagnosis.,Apply Online,,,"'- Currently in active treatment in the US or US territory.
- Healthcare professional who can confirm where the patient is receiving treatment.
- Federal Poverty Level (FPL) of 300% or less
- Pediatric diagnosis of someone 18 years or younger",,,,,,,,,,,,https://familyreach.org/financialassistance/,https://familyreach.org/financialassistance/,https://familyreach.org/,,,tel://8572332764,(857) 233-2764,,(857) 233-2764,,,,,,,,,,,,,,,"142 Berkeley St, Boston, MA 2116",https://www.google.com/maps/search/142%20Berkeley%20St%2C%20Boston%2C%20MA%202116,https://www.google.com/maps/search/142%20Berkeley%20St%2C%20Boston%2C%20MA%202116,https://www.google.com/maps/search/142%20Berkeley%20St%2C%20Boston%2C%20MA%202116,,"142 Berkeley St, Boston, MA 2116","142 Berkeley St, Boston, MA 2116","142 Berkeley St, Boston, MA 2116","(857) 233-2764 | 142 Berkeley St, Boston, MA 2116",No listed language support,0,Please Update,Needs Update,4/8/2025 1:55am,1/7/2025 5:55pm,Gerrit Van Zwol,6/4/2024,Gerrit Van Zwol,Assists pediatric patients and thei...,,69,69,Yes,32,32,Single,Financial Assistance,Financial,13,,,,"Medical,Grant,Financial,Medical Bill","Medical, Gov Programs, Financial","41, 94, 71, 42",,,,,,,,,,,,recK59F00aD4nWv4U,https://resourcecenter.softr.app/service-details?recordId=recK59F00aD4nWv4U,"""142 Berkeley St, Boston, MA 2116""",
Registration Assistance - Spokane Public Schools (SPS) - 253,NEW,Registration Assistance,Family Registration and Orientation Center (FROC)_105,"""1807 N Washington St, Suite C101, Spokane, WA 99205""",recsdPVgqUxEVsJA5,Family Registration and Orientation Center (FROC),105,Spokane Public Schools (SPS)_60,Spokane Public Schools (SPS),60,Spokane Public Schools (SPS),,,Active,,,"FROC can assist with registration in the following ways:

* Register all school-aged children in a family at one location.
* Determine which school each child will attend.
* Arrange transportation for students if needed.
* Provide interpreter services in the family’s primary language.
* Provide orientation on district policies, including basic translated information.
* Complete WIDA Screener assessment and secondary placement testing
* Introduce the family to the ELD program and its services.
* Notify the receiving school that children are ready for placement and provide an orientation meeting at the school site.
* Prepare registration packet for receiving schools and family.


**What do I need to bring with me to register?**

1. **Documentation of student age** (e.g., a birth certificate, foreign birth certificate, passport, adoption record, previously verified school records, or any other documents permitted by law) is required for students who have not previously enrolled in school. Kindergarten students must be 5 on or before Aug. 31, first graders must be 6.
2. **Proof of residency**. This can be a current driver's license or ID, or a current utility bill.
3. **Registration forms**. These are available at the school, or you can [download the entire registration packet here](https://5il.co/2bmvk). (or see attached)",Please call to make an appointment,,checked,Must be an immigrant or refugee whose first language is not English and who does not speak English at home.,Access to all kinds of interpreters,ALL LANGUAGES,,FREE,,,,,,Spokane Public Schools boundaries,,https://www.spokaneschools.org/page/register,https://www.spokaneschools.org/page/register,,,,tel://5093546263,(509) 354-6263,,(509) 354-6263,,,heidirou@spokaneschools.org,,heidirou@spokaneschools.org,,,,,,,,,,"1807 N Washington St. Suite C101, Spokane, WA 99205",https://www.google.com/maps/search/1807%20N%20Washington%20St%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/1807%20N%20Washington%20St%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/1807%20N%20Washington%20St%2C%20Spokane%2C%20WA%2099205,,"1807 N Washington St, Spokane, WA 99205","1807 N Washington St. Suite C101, Spokane, WA 99205","1807 N Washington St, Spokane, WA 99205","(509) 354-6263 | heidirou@spokaneschools.org | 1807 N Washington St. Suite C101, Spokane, WA 99205",Access to all kinds of interpreters | ALL LANGUAGES,0,Please Update,Needs Update,4/16/2025 12:04am,1/15/2025 4:04pm,Yaritza Alatriste Morales,8/23/2024,Gerrit Van Zwol,FROC can assist with registration i...,,253,253,Yes,33,33,Single,Educational Services,Wellness,15,"Immigrants,Refugees,School-Aged Children: 5 - 12 Years,Teens: 13 - 19 Years","Citizenship, Age Group","76, 77, 5, 10","High School,Middle School,Elementary School",School,"33, 32, 31",,,,,,,,,,,,recL5kmu9vxznWWXZ,https://resourcecenter.softr.app/service-details?recordId=recL5kmu9vxznWWXZ,"""1807 N Washington St, Suite C101, Spokane, WA 99205""",
Barton English Language School - First Presbyterian Church of Spokane (FPCS) - 70,NEW,Barton English Language School,First Presbyterian Church of Spokane (FPCS)_22,"""318 S Cedar St, Spokane, WA 99201""",rec9EI3gBiIsHJj50,First Presbyterian Church of Spokane (FPCS),22,,,,First Presbyterian Church of Spokane (FPCS),,,Active,,,The Barton School is a non-profit organization comprised of educational professionals and experienced volunteers who are dedicated to walking through the language learning process with students. Their teachers use a variety of instructional approaches to match the diverse needs of language learners. They primarily focus on teaching English that adult students will encounter during their daily lives. Childcare is available onsite for ages 0-5 years old for any individual who is taking classes.,"Mondays / Wednesdays / Fridays, 9 AM - 11:30 AM",,,NONE,,,,,,,,,,,,https://www.spokanefpc.org/barton,https://www.spokanefpc.org/barton,https://www.spokanefpc.org/barton,,,tel://5097471058,(509) 747-1058,(509) 747-1058,(509) 747-1058,,,beckyr@spokanefpc.org,beckyr@spokanefpc.org,beckyr@spokanefpc.org,,,,,,,,,,"318 S Cedar St, Spokane, WA 99201",https://www.google.com/maps/search/318%20S%20Cedar%20St%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/318%20S%20Cedar%20St%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/318%20S%20Cedar%20St%2C%20Spokane%2C%20WA%2099201,,"318 S Cedar St, Spokane, WA 99201","318 S Cedar St, Spokane, WA 99201","318 S Cedar St, Spokane, WA 99201","(509) 747-1058 | beckyr@spokanefpc.org | 318 S Cedar St, Spokane, WA 99201",No listed language support,0,88 Days since last Update,Up to Date,5/5/2025 7:43pm,2/4/2025 11:43am,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,The Barton School is a non-profit o...,,70,70,Yes,34,34,Single,Language Classes,Wellness,16,,,,"English Class,Language Class",Education,"86, 85",,,,,,,,,,,,recRAJo7tTtThkitm,https://resourcecenter.softr.app/service-details?recordId=recRAJo7tTtThkitm,"""318 S Cedar St, Spokane, WA 99201""",
Bail Assistance - Free The People (FTP) - 71,NEW,Bail Assistance,Free The People (FTP)_23,"""111 S Highland St, PMB 461, Memphis, TN 38111""",reck78W31mjTTkRS4,Free The People (FTP),23,,,,Free The People (FTP),Financial Assistance,Financial Assistance,Active,,,For bails under $500 only.,Apply Online,,,Defined on form,,,,,,,,,,,,https://ftpnonprofit.org/bail-request/,https://ftpnonprofit.org/bail-request/,https://ftpnonprofit.org/,,,tel://9016560033,(901) 656-0033,,(901) 656-0033,,,help@ftpnonprofit.org,,help@ftpnonprofit.org,,,,,,,,,,"111 S Highland St. PMB 461, Memphis, TN 38111",https://www.google.com/maps/search/111%20S%20Highland%20St%2C%20Memphis%2C%20TN%2038111,https://www.google.com/maps/search/111%20S%20Highland%20St%2C%20Memphis%2C%20TN%2038111,https://www.google.com/maps/search/111%20S%20Highland%20St%2C%20Memphis%2C%20TN%2038111,,"111 S Highland St, Memphis, TN 38111","111 S Highland St. PMB 461, Memphis, TN 38111","111 S Highland St, Memphis, TN 38111","(901) 656-0033 | help@ftpnonprofit.org | 111 S Highland St. PMB 461, Memphis, TN 38111",No listed language support,0,Please Update,Needs Update,4/8/2025 1:56am,1/7/2025 5:56pm,Gerrit Van Zwol,6/4/2024,Gerrit Van Zwol,For bails under $500 only....,,71,71,Yes,35,35,Single,Financial Assistance,Financial,13,,,,,,,,,,,,,,,,,,recgmOxwxEyD29i9P,https://resourcecenter.softr.app/service-details?recordId=recgmOxwxEyD29i9P,"""111 S Highland St, PMB 461, Memphis, TN 38111""",
Housing Assistance - Free The People (FTP) - 72,NEW,Housing Assistance,Free The People (FTP)_23,"""111 S Highland St, PMB 461, Memphis, TN 38111""",reck78W31mjTTkRS4,Free The People (FTP),23,,,,Free The People (FTP),,,Active,,,We offer swift housing with a turnaround time of 48 hours to homeless individuals seeking immediate shelter.,Call during regular business hours,,,Defined on contact,,,,,,,,,,,,https://ftpnonprofit.org/services/,https://ftpnonprofit.org/services/,https://ftpnonprofit.org/,,,tel://9016560033,(901) 656-0033,,(901) 656-0033,,,help@ftpnonprofit.org,,help@ftpnonprofit.org,,,,,,,,,,"111 S Highland St. PMB 461, Memphis, TN 38111",https://www.google.com/maps/search/111%20S%20Highland%20St%2C%20Memphis%2C%20TN%2038111,https://www.google.com/maps/search/111%20S%20Highland%20St%2C%20Memphis%2C%20TN%2038111,https://www.google.com/maps/search/111%20S%20Highland%20St%2C%20Memphis%2C%20TN%2038111,,"111 S Highland St, Memphis, TN 38111","111 S Highland St. PMB 461, Memphis, TN 38111","111 S Highland St, Memphis, TN 38111","(901) 656-0033 | help@ftpnonprofit.org | 111 S Highland St. PMB 461, Memphis, TN 38111",No listed language support,0,Please Update,Needs Update,4/8/2025 1:56am,1/7/2025 5:56pm,Gerrit Van Zwol,6/4/2024,Gerrit Van Zwol,We offer swift housing with a turna...,,72,72,Yes,35,35,Single,Housing Assistance,Housing,29,,,,,,,,,,,,,,,,,,rec5U5CzGazbdeFQZ,https://resourcecenter.softr.app/service-details?recordId=rec5U5CzGazbdeFQZ,"""111 S Highland St, PMB 461, Memphis, TN 38111""",
Social Security Assistance - Free The People (FTP) - 73,NEW,Social Security Assistance,Free The People (FTP)_23,"""111 S Highland St, PMB 461, Memphis, TN 38111""",reck78W31mjTTkRS4,Free The People (FTP),23,,,,Free The People (FTP),,,Active,,,"We navigate disabled individuals through the complex processes and required paperwork, assisting them in receiving Social Security and SSI benefits.",Call during regular business hours,,,Defined on contact,,,,,,,,,,,,https://ftpnonprofit.org/services/,https://ftpnonprofit.org/services/,https://ftpnonprofit.org/,,,tel://9016560033,(901) 656-0033,,(901) 656-0033,,,help@ftpnonprofit.org,,help@ftpnonprofit.org,,,,,,,,,,"111 S Highland St. PMB 461, Memphis, TN 38111",https://www.google.com/maps/search/111%20S%20Highland%20St%2C%20Memphis%2C%20TN%2038111,https://www.google.com/maps/search/111%20S%20Highland%20St%2C%20Memphis%2C%20TN%2038111,https://www.google.com/maps/search/111%20S%20Highland%20St%2C%20Memphis%2C%20TN%2038111,,"111 S Highland St, Memphis, TN 38111","111 S Highland St. PMB 461, Memphis, TN 38111","111 S Highland St, Memphis, TN 38111","(901) 656-0033 | help@ftpnonprofit.org | 111 S Highland St. PMB 461, Memphis, TN 38111",No listed language support,0,Please Update,Needs Update,4/8/2025 1:56am,1/7/2025 5:56pm,Gerrit Van Zwol,6/4/2024,Gerrit Van Zwol,We navigate disabled individuals th...,,73,73,Yes,35,35,Single,Legal Assistance,Financial,28,,,,,,,,,,,,,,,,,,recMRBf9meMlTn41p,https://resourcecenter.softr.app/service-details?recordId=recMRBf9meMlTn41p,"""111 S Highland St, PMB 461, Memphis, TN 38111""",
Garland Little Food Pantry - Garland Church - 74,NEW,Garland Little Food Pantry,Garland Church_24,"""2011 W Garland Ave, Spokane, WA 99205""",recznjjXj2wLaXqi8,Garland Church,24,,,,Garland Church,,,Active,,,"The Wednesday Evening Community Journey Group stocks the Little Food Pantry on the East lawn of the church (by the Post Office). With the high level of food insecurity in our neighborhood, our pantry is one of the busiest in the city.",Call during standard business hours.,,,"Anyone in need is free to take food, notes of encouragement or a New Testament from the Food Pantry.",,,,FREE,,,,,,,,https://www.garlandchurch.org/jg-events,https://www.garlandchurch.org/jg-events,https://www.garlandchurch.org/,,,tel://6265906332,(626) 590-6332,(626) 590-6332,(509) 327-7700,,,info@garlandchurch.org,info@garlandchurch.org,info@garlandchurch.org,,,,,,,,,,"2011 W Garland Ave, Spokane, WA 99205",https://www.google.com/maps/search/2011%20W%20Garland%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/2011%20W%20Garland%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/2011%20W%20Garland%20Ave%2C%20Spokane%2C%20WA%2099205,,"2011 W Garland Ave, Spokane, WA 99205","2011 W Garland Ave, Spokane, WA 99205","2011 W Garland Ave, Spokane, WA 99205","(626) 590-6332 | info@garlandchurch.org | 2011 W Garland Ave, Spokane, WA 99205",No listed language support,0,Please Update,Needs Update,4/8/2025 1:56am,1/7/2025 5:56pm,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,The Wednesday Evening Community Jou...,,74,74,Yes,36,36,Single,Food Rescue,Food,7,Anyone In Need,General,1,"Food,Free","Basic Needs, Financial","11, 72",,,,,,,,,,,,recZ2zVShjhofs7hn,https://resourcecenter.softr.app/service-details?recordId=recZ2zVShjhofs7hn,"""2011 W Garland Ave, Spokane, WA 99205""",
The Garland House - Garland Church - 75,NEW,The Garland House,Garland Church_24,"""2107 W Garland Ave, Spokane, WA 99205""",recOTqX9YgfzPx6oC,Garland Church,24,,,,Garland Church,,,Active,,,The Sunday Morning Journey Group oversees the care and upkeep of the Garland House owned by Garland Church and operated in partnership with World Relief.  Newly arrived refugees are welcome to stay for up to 60 days before moving to their permanent home. Residents pay $250 per week.,Call during standard business hours.,,,Call for information.,,,,,,,,,,,,https://www.garlandchurch.org/jg-events,https://www.garlandchurch.org/jg-events,https://www.garlandchurch.org/,,,tel://5093277700,(509) 327-7700,(509) 327-7700,(509) 327-7700,,,info@garlandchurch.org,info@garlandchurch.org,info@garlandchurch.org,,,,,,,,,,"2011 W Garland Ave, Spokane, WA 99205",https://www.google.com/maps/search/2107%20W%20Garland%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/2107%20W%20Garland%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/2011%20W%20Garland%20Ave%2C%20Spokane%2C%20WA%2099205,,"2011 W Garland Ave, Spokane, WA 99205","2011 W Garland Ave, Spokane, WA 99205","2011 W Garland Ave, Spokane, WA 99205","(509) 327-7700 | info@garlandchurch.org | 2011 W Garland Ave, Spokane, WA 99205",No listed language support,0,Please Update,Needs Update,4/8/2025 1:56am,1/7/2025 5:56pm,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,The Sunday Morning Journey Group ov...,,75,75,Yes,37,37,Single,Transitional Housing,Housing,34,Refugees,Citizenship,77,Housing,Housing,34,,,,,,,,,,,,rectJ6aDvHIPCzyhK,https://resourcecenter.softr.app/service-details?recordId=rectJ6aDvHIPCzyhK,"""2011 W Garland Ave, Spokane, WA 99205""",
English Language Program - Global Neighborhood Thrift - 76,NEW,English Language Program,Global Neighborhood Thrift_25,"""919 E Trent Ave, Spokane, WA 99202""",recQMMfpcXCmvqrZC,Global Neighborhood Thrift,25,,,,Global Neighborhood Thrift,,,Active,,,"Global Neighborhood offers free English classes for any refugee in the community. Classes focus on practical language skills and development serving language learnings level 1-6. 

Our language program seeks to empower students to successfully navigate life and work in the U.S. as well as identify and prioritize their personal, educational, and workplace goals. Refugees with higher English proficiency are more likely to secure employment in skilled occupations and earn higher salaries. Therefore, by increasing English language proficiency, Global Neighborhood directly enhances the earning potential of our refugee participants.",Enroll for class times.,,,Must be a refugee.,,,,,,,,,,,,https://www.global-neighborhood.org/,,https://www.global-neighborhood.org/,,,tel://5098680001,(509) 868-0001,,(509) 868-0001,,,esl@global-neighborhood.org,esl@global-neighborhood.org,info@global-neighborhood.org,,,,,,,,,,"919 E Trent Ave, Spokane, WA 99202",https://www.google.com/maps/search/919%20E%20Trent%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/919%20E%20Trent%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/919%20E%20Trent%20Ave%2C%20Spokane%2C%20WA%2099202,,"919 E Trent Ave, Spokane, WA 99202","919 E Trent Ave, Spokane, WA 99202","919 E Trent Ave, Spokane, WA 99202","(509) 868-0001 | esl@global-neighborhood.org | 919 E Trent Ave, Spokane, WA 99202",No listed language support,0,88 Days since last Update,Up to Date,5/5/2025 7:43pm,2/4/2025 11:43am,Gerrit Van Zwol,5/14/2024,Gerrit Van Zwol,Global Neighborhood offers free Eng...,,76,76,Yes,38,38,Single,Language Classes,Wellness,16,,,,"Language Class,English Class",Education,"85, 86",,,,,,,,,,,,recZRdi6Ot79IIKfR,https://resourcecenter.softr.app/service-details?recordId=recZRdi6Ot79IIKfR,"""919 E Trent Ave, Spokane, WA 99202""",
Job Readiness Program - Global Neighborhood Thrift - 77,NEW,Job Readiness Program,Global Neighborhood Thrift_25,"""919 E Trent Ave, Spokane, WA 99202""",recQMMfpcXCmvqrZC,Global Neighborhood Thrift,25,,,,Global Neighborhood Thrift,,,Active,,,"Regardless of prior work experience or fluency in English, any former refugee who has relocated to Spokane can be connected to workplace training through Global Neighborhood's Job Readiness Program.

Acquiring the necessary job skills is the first step toward a fulfilling, self-sustaining new life in the U.S. We aim to ensure that every former refugee in Spokane who wants a job can find one. Refugees face several barriers to employment, including language and cultural barriers, difficulties navigating new systems, and no local references. The Job Readiness Program provides the necessary training, work experience, familiarity with a new language and culture, and local employment references for refugees experiencing barriers to employment.",Call during regular business hours.,,,Must be a refugee.,,,,,,,,,,,,https://www.global-neighborhood.org/,,https://www.global-neighborhood.org/,,,tel://5098680001,(509) 868-0001,,(509) 868-0001,,,info@global-neighborhood.org,,info@global-neighborhood.org,,,,,,,,,,"919 E Trent Ave, Spokane, WA 99202",https://www.google.com/maps/search/919%20E%20Trent%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/919%20E%20Trent%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/919%20E%20Trent%20Ave%2C%20Spokane%2C%20WA%2099202,,"919 E Trent Ave, Spokane, WA 99202","919 E Trent Ave, Spokane, WA 99202","919 E Trent Ave, Spokane, WA 99202","(509) 868-0001 | info@global-neighborhood.org | 919 E Trent Ave, Spokane, WA 99202",No listed language support,0,Please Update,Needs Update,4/8/2025 1:59am,1/7/2025 5:59pm,Gerrit Van Zwol,5/14/2024,Gerrit Van Zwol,Regardless of prior work experience...,,77,77,Yes,38,38,Single,Employment Assistance,Financial,31,,,,,,,,,,,,,,,,,,rec1v9QV8xUzY5hjp,https://resourcecenter.softr.app/service-details?recordId=rec1v9QV8xUzY5hjp,"""919 E Trent Ave, Spokane, WA 99202""",
