full_address,street,unit,city,state,zipcode,short_address,URL-Address,Manual Entry,latitude,longitude,id,Orgs Link,Org Names,Org ids,Org Item Pages,Services Link,Service Names,Service ids,Service Item Pages,Last Updated,Last Updated By,Created By,Created Date,Events Link,Event ids,html
"3203 N Market St, Spokane, WA 99207",3203 N Market St,,Spokane,WA,99207,"3203 N Market St, Spokane, WA 99207",https://www.google.com/maps/search/3203%20N%20Market%20St%2C%20Spokane%2C%20WA%2099207,,47.68670434,-117.36526140,51,MSHH Donor Closet_34,MSHH Donor Closet,34,https://resourcecenter.softr.app/organization-details?recordId=recfKSkmJYy1NmAf0,Refurbished Medical & Mobility Equipment - MSHH Donor Closet - 112,Refurbished Medical & Mobility Equipment,112,https://resourcecenter.softr.app/service-details?recordId=recgntPvO6uhivOmM,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>3203 N Market St, Spokane, WA 99207</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recfKSkmJYy1NmAf0><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recgntPvO6uhivOmM><span>Service Name</span></a></li></ul>"
"3715 S Grove Rd, Spokane, WA 99224",3715 S Grove Rd,,Spokane,WA,99224,"3715 S Grove Rd, Spokane, WA 99224",https://www.google.com/maps/search/3715%20S%20Grove%20Rd%2C%20Spokane%2C%20WA%2099224,,47.62051665,-117.49881403,110,Renew Spokane_44,Renew Spokane,44,https://resourcecenter.softr.app/organization-details?recordId=recWh2cQUpYqn7Mke,,,,,12/13/2024 9:30am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>3715 S Grove Rd, Spokane, WA 99224</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recWh2cQUpYqn7Mke><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=><span>Service Name</span></a></li></ul>"
"3846 N Deer Lake Rd, Loon Lake, WA 99148",3846 N Deer Lake Rd,,Loon Lake,WA,99148,"3846 N Deer Lake Rd, Loon Lake, WA 99148",https://www.google.com/maps/search/3846%20N%20Deer%20Lake%20Rd%2C%20Loon%20Lake%2C%20WA%2099148,,48.11557784,-117.60184310,65,,,,,Camp Gifford - Salvation Army - 240,Camp Gifford,240,https://resourcecenter.softr.app/service-details?recordId=recdVLSVgjehYHv3g,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>3846 N Deer Lake Rd, Loon Lake, WA 99148</h3><h4>Organizations</h4><ul><li><a href=><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recdVLSVgjehYHv3g><span>Service Name</span></a></li></ul>"
"3908 N. Driscoll Blvd, Spokane, WA 99205",3908 N. Driscoll Blvd,,Spokane,WA,99205,"3908 N. Driscoll Blvd, Spokane, WA 99205",https://www.google.com/maps/search/3908%20N.%20Driscoll%20Blvd%2C%20Spokane%2C%20WA%2099205,,47.69388910,-117.45276830,7,"DSHS: Trent Office_96,Audubon Park United Methodist Church_5","DSHS: Trent Office, Audubon Park United Methodist Church","96, 5","https://resourcecenter.softr.app/organization-details?recordId=rec4X94IggqHURXCo, https://resourcecenter.softr.app/organization-details?recordId=rec7JcCYX5H27Eh1X","Audubon Park Food Bank - Audubon Park United Methodist Church - 15,Bare Necessities - Audubon Park United Methodist Church - 16,Tuesday Morning Breakfast - Audubon Park United Methodist Church - 17","Audubon Park Food Bank, Bare Necessities, Tuesday Morning Breakfast","15, 16, 17","https://resourcecenter.softr.app/service-details?recordId=recGWUJAkgoyFfMfa, https://resourcecenter.softr.app/service-details?recordId=recG7IS4DTvumUqcw, https://resourcecenter.softr.app/service-details?recordId=recPpimP5ZOwTTl4x",1/7/2025 5:44pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>3908 N. Driscoll Blvd, Spokane, WA 99205</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=rec4X94IggqHURXCohttps://resourcecenter.softr.app/organization-details?recordId=rec7JcCYX5H27Eh1X><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recGWUJAkgoyFfMfahttps://resourcecenter.softr.app/service-details?recordId=recG7IS4DTvumUqcwhttps://resourcecenter.softr.app/service-details?recordId=recPpimP5ZOwTTl4x><span>Service Name</span></a></li></ul>"
"3909 W Rowan Ave, Spokane, WA 99205",3909 W Rowan Ave,,Spokane,WA,99205,"3909 W Rowan Ave, Spokane, WA 99205",https://www.google.com/maps/search/3909%20W%20Rowan%20Ave%2C%20Spokane%2C%20WA%2099205,,47.70847974,-117.46946520,63,Revive Community Services (aka Revive Ministries)_85,Revive Community Services (aka Revive Ministries),85,https://resourcecenter.softr.app/organization-details?recordId=recTc1DZigebCjBe3,"Homeless Outreach - Hygiene Care - Revive Community Services (aka Revive Ministries) - 212,Grocery Rescue Program - Revive Community Services (aka Revive Ministries) - 213,Clothing Outlet - Revive Community Services (aka Revive Ministries) - 214,Food Pantry - Revive Community Services (aka Revive Ministries) - 211","Homeless Outreach - Hygiene Care, Grocery Rescue Program, Clothing Outlet, Food Pantry","212, 213, 214, 211","https://resourcecenter.softr.app/service-details?recordId=recKsEb0PFQjXmA2m, https://resourcecenter.softr.app/service-details?recordId=rec1ZbqTGOvFK5GE8, https://resourcecenter.softr.app/service-details?recordId=recaPpQ0rb2Ai56JL, https://resourcecenter.softr.app/service-details?recordId=recEjowUqCH3f23uj",2/4/2025 11:26am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>3909 W Rowan Ave, Spokane, WA 99205</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recTc1DZigebCjBe3><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recKsEb0PFQjXmA2mhttps://resourcecenter.softr.app/service-details?recordId=rec1ZbqTGOvFK5GE8https://resourcecenter.softr.app/service-details?recordId=recaPpQ0rb2Ai56JLhttps://resourcecenter.softr.app/service-details?recordId=recEjowUqCH3f23uj><span>Service Name</span></a></li></ul>"
"4001 N Cook St, Spokane, WA 99207",4001 N Cook St,,Spokane,WA,99207,"4001 N Cook St, Spokane, WA 99207",https://www.google.com/maps/search/4001%20N%20Cook%20St%2C%20Spokane%2C%20WA%2099207,,47.69465740,-117.37473830,83,Spokane Neighborhood Action Partners (SNAP)_59,Spokane Neighborhood Action Partners (SNAP),59,https://resourcecenter.softr.app/organization-details?recordId=recqZqXUr85IH1kJn,Utilities Assistance - Spokane Neighborhood Action Partners (SNAP) - 158,Utilities Assistance,158,https://resourcecenter.softr.app/service-details?recordId=rec293HDgTe36UZvw,2/4/2025 11:09am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>4001 N Cook St, Spokane, WA 99207</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recqZqXUr85IH1kJn><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=rec293HDgTe36UZvw><span>Service Name</span></a></li></ul>"
"4301 W  Sunset Blvd, Spokane, WA 99224",4301 W  Sunset Blvd,,Spokane,WA,99224,"4301 W  Sunset Blvd, Spokane, WA 99224",https://www.google.com/maps/search/4301%20W%20%20Sunset%20Blvd%2C%20Spokane%2C%20WA%2099224,,47.63966400,-117.47221250,18,,,,,The Catalyst Project - Catholic Charities Eastern Washington - 41,The Catalyst Project,41,https://resourcecenter.softr.app/service-details?recordId=recAbGELFNCwA2pkT,1/7/2025 5:38pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>4301 W  Sunset Blvd, Spokane, WA 99224</h3><h4>Organizations</h4><ul><li><a href=><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recAbGELFNCwA2pkT><span>Service Name</span></a></li></ul>"
"4520 N Crestline St, Spokane, WA 99207",4520 N Crestline St,,Spokane,WA,99207,"4520 N Crestline St, Spokane, WA 99207",https://www.google.com/maps/search/4520%20N%20Crestline%20St%2C%20Spokane%2C%20WA%2099207,,47.69907902,-117.37877820,53,Northwest Connect_37,Northwest Connect,37,https://resourcecenter.softr.app/organization-details?recordId=rec9pDKYALiVUVx8f,"A Hand Up (Hygiene Center) - Northwest Connect - 114,The Northeast Community Food Pantry - Northwest Connect - 116,KidZone (Community Event) - Northwest Connect - 115","A Hand Up (Hygiene Center), The Northeast Community Food Pantry, KidZone (Community Event)","114, 116, 115","https://resourcecenter.softr.app/service-details?recordId=recjMw3X3kzG7uI0S, https://resourcecenter.softr.app/service-details?recordId=reclNfd8ohwyur02c, https://resourcecenter.softr.app/service-details?recordId=recUMU1ISdpmqhCkJ",12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>4520 N Crestline St, Spokane, WA 99207</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=rec9pDKYALiVUVx8f><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recjMw3X3kzG7uI0Shttps://resourcecenter.softr.app/service-details?recordId=reclNfd8ohwyur02chttps://resourcecenter.softr.app/service-details?recordId=recUMU1ISdpmqhCkJ><span>Service Name</span></a></li></ul>"
"4620 Haygood Rd, Unit 1, Virginia Beach, VA 23455",4620 Haygood Rd,Unit 1,Virginia Beach,VA,23455,"4620 Haygood Rd, Virginia Beach, VA 23455",https://www.google.com/maps/search/4620%20Haygood%20Rd%2C%20Virginia%20Beach%2C%20VA%2023455,,36.87542715,-76.13614981,47,Mercy Medical Angels_32,Mercy Medical Angels,32,https://resourcecenter.softr.app/organization-details?recordId=rechvTWXst6l061rq,"Non-Emergency Long Distance Medical Transportation - Mercy Medical Angels - 103,Non-Emergency Medical Flights - Mercy Medical Angels - 104","Non-Emergency Long Distance Medical Transportation, Non-Emergency Medical Flights","103, 104","https://resourcecenter.softr.app/service-details?recordId=recpbG3W894EfFYKl, https://resourcecenter.softr.app/service-details?recordId=recEYpWnPi79RjFH4",12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>4620 Haygood Rd, Unit 1, Virginia Beach, VA 23455</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=rechvTWXst6l061rq><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recpbG3W894EfFYKlhttps://resourcecenter.softr.app/service-details?recordId=recEYpWnPi79RjFH4><span>Service Name</span></a></li></ul>"
"5825 Burlington Lp, Pasco, WA 99301",5825 Burlington Lp,,Pasco,WA,99301,"5825 Burlington Lp, Pasco, WA 99301",https://www.google.com/maps/search/5825%20Burlington%20Lp%2C%20Pasco%2C%20WA%2099301,checked,46.28138238,-119.10192338,114,Tri-Cities Hunger Solution Center_108,Tri-Cities Hunger Solution Center,108,https://resourcecenter.softr.app/organization-details?recordId=recLYBuFOSAO3pmPj,,,,,12/13/2024 9:30am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>5825 Burlington Lp, Pasco, WA 99301</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recLYBuFOSAO3pmPj><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=><span>Service Name</span></a></li></ul>"
"7000 Executive Center Dr, Bldg 2, Suite 105, Brentwood, TN 37027",7000 Executive Center Dr,"Bldg 2, Suite 105",Brentwood,TN,37027,"7000 Executive Center Dr, Brentwood, TN 37027",https://www.google.com/maps/search/7000%20Executive%20Center%20Dr%2C%20Brentwood%2C%20TN%2037027,,36.02972600,-86.78859300,22,Children of Restaurant Employees (CORE)_13,Children of Restaurant Employees (CORE),13,https://resourcecenter.softr.app/organization-details?recordId=recaIHDvaote6sStL,CORE Grant - Children of Restaurant Employees (CORE) - 43,CORE Grant,43,https://resourcecenter.softr.app/service-details?recordId=recOqvblVdXNBqTED,1/7/2025 5:48pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>7000 Executive Center Dr, Bldg 2, Suite 105, Brentwood, TN 37027</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recaIHDvaote6sStL><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recOqvblVdXNBqTED><span>Service Name</span></a></li></ul>"
"8303 N Division St, Spokane, WA 99208",8303 N Division St,,Spokane,WA,99208,"8303 N Division St, Spokane, WA 99208",https://www.google.com/maps/search/8303%20N%20Division%20St%2C%20Spokane%2C%20WA%2099208,,47.73289620,-117.41155620,71,Serve Spokane_49,Serve Spokane,49,https://resourcecenter.softr.app/organization-details?recordId=recU9KvGcbngOZ8dP,"Bite To Go Meal - Serve Spokane - 143,Clothing & Housewares Outlet - Serve Spokane - 144,Food Distribution Center - Serve Spokane - 145","Bite To Go Meal, Clothing & Housewares Outlet, Food Distribution Center","143, 144, 145","https://resourcecenter.softr.app/service-details?recordId=recssc8g4fMIR57lK, https://resourcecenter.softr.app/service-details?recordId=recUEdvKfWnCWP7Qv, https://resourcecenter.softr.app/service-details?recordId=recVKJaKahXdjXAzz",2/4/2025 11:08am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>8303 N Division St, Spokane, WA 99208</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recU9KvGcbngOZ8dP><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recssc8g4fMIR57lKhttps://resourcecenter.softr.app/service-details?recordId=recUEdvKfWnCWP7Qvhttps://resourcecenter.softr.app/service-details?recordId=recVKJaKahXdjXAzz><span>Service Name</span></a></li></ul>"
"9431 N Division St, Spokane, WA 99218",9431 N Division St,,Spokane,WA,99218,"9431 N Division St, Spokane, WA 99218",https://www.google.com/maps/search/9431%20N%20Division%20St%2C%20Spokane%2C%20WA%2099218,,47.74269396,-117.41164440,99,"Spokane Slavic Association (SSA)_61,Ukrainian Closet_72","Spokane Slavic Association (SSA), Ukrainian Closet","61, 72","https://resourcecenter.softr.app/organization-details?recordId=rectaav0bXwspqHOH, https://resourcecenter.softr.app/organization-details?recordId=recxdRRuqOnfefzvy","Household Goods & Hygiene Products - Spokane Slavic Association (SSA) - 185,Connection Point - Spokane Slavic Association (SSA) - 184,Legal Services - Spokane Slavic Association (SSA) - 188,Job Connections - Spokane Slavic Association (SSA) - 187,Moving Assistance - Spokane Slavic Association (SSA) - 189,Housing Assistance - Spokane Slavic Association (SSA) - 186","Household Goods & Hygiene Products, Connection Point, Legal Services, Job Connections, Moving Assistance, Housing Assistance","185, 184, 188, 187, 189, 186","https://resourcecenter.softr.app/service-details?recordId=recNYUxGsjMbqSRnk, https://resourcecenter.softr.app/service-details?recordId=rec8x4vNHWxfLwleG, https://resourcecenter.softr.app/service-details?recordId=recRMX7cllc71BGxh, https://resourcecenter.softr.app/service-details?recordId=recnROELSicsDm9PF, https://resourcecenter.softr.app/service-details?recordId=recktKO3OsmCal1TZ, https://resourcecenter.softr.app/service-details?recordId=recYQZ6hh30kWXhbe",2/4/2025 11:09am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>9431 N Division St, Spokane, WA 99218</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=rectaav0bXwspqHOHhttps://resourcecenter.softr.app/organization-details?recordId=recxdRRuqOnfefzvy><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recNYUxGsjMbqSRnkhttps://resourcecenter.softr.app/service-details?recordId=rec8x4vNHWxfLwleGhttps://resourcecenter.softr.app/service-details?recordId=recRMX7cllc71BGxhhttps://resourcecenter.softr.app/service-details?recordId=recnROELSicsDm9PFhttps://resourcecenter.softr.app/service-details?recordId=recktKO3OsmCal1TZhttps://resourcecenter.softr.app/service-details?recordId=recYQZ6hh30kWXhbe><span>Service Name</span></a></li></ul>"
"10600 Jollyville Rd, Austin, TX 78759",10600 Jollyville Rd,,Austin,TX,78759,"10600 Jollyville Rd, Austin, TX 78759",https://www.google.com/maps/search/10600%20Jollyville%20Rd%2C%20Austin%2C%20TX%2078759,,30.39956060,-97.74946210,44,Ladies Let's Talk_30,Ladies Let's Talk,30,https://resourcecenter.softr.app/organization-details?recordId=rec5xZXWwgCY1Garf,"Conversation Sessions - Ladies Let's Talk - 100,Pronunciation Classes - Ladies Let's Talk - 101","Conversation Sessions, Pronunciation Classes","100, 101","https://resourcecenter.softr.app/service-details?recordId=recjWpUKOZopRelFb, https://resourcecenter.softr.app/service-details?recordId=reclBfWAeZ3aaTS9V",12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>10600 Jollyville Rd, Austin, TX 78759</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=rec5xZXWwgCY1Garf><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recjWpUKOZopRelFbhttps://resourcecenter.softr.app/service-details?recordId=reclBfWAeZ3aaTS9V><span>Service Name</span></a></li></ul>"
"10814 E Broadway, Spokane Valley, WA 99206",10814 E Broadway,,Spokane Valley,WA,99206,"10814 E Broadway, Spokane Valley, WA 99206",https://www.google.com/maps/search/10814%20E%20Broadway%2C%20Spokane%20Valley%2C%20WA%2099206,,47.66425700,-117.25916810,59,"Partners INW_42,Spokane Neighborhood Action Partners (SNAP)_59","Partners INW, Spokane Neighborhood Action Partners (SNAP)","42, 59","https://resourcecenter.softr.app/organization-details?recordId=recTERhgoMtlafIC6, https://resourcecenter.softr.app/organization-details?recordId=recqZqXUr85IH1kJn","Partners INW Food Bank - Partners INW - 130,Food for Thought - Partners INW - 129,Utilities Assistance - Partners INW - 131,Clothing & Housewares Outlet - Partners INW - 128","Partners INW Food Bank, Food for Thought, Utilities Assistance, Clothing & Housewares Outlet","130, 129, 131, 128","https://resourcecenter.softr.app/service-details?recordId=reckV5LLCRA6tGh5R, https://resourcecenter.softr.app/service-details?recordId=rec2QZo9aEvbhPp47, https://resourcecenter.softr.app/service-details?recordId=recgSzIZP1gTfmOBG, https://resourcecenter.softr.app/service-details?recordId=recGohfC5LUiDZmwH",2/4/2025 11:21am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>10814 E Broadway, Spokane Valley, WA 99206</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recTERhgoMtlafIC6https://resourcecenter.softr.app/organization-details?recordId=recqZqXUr85IH1kJn><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=reckV5LLCRA6tGh5Rhttps://resourcecenter.softr.app/service-details?recordId=rec2QZo9aEvbhPp47https://resourcecenter.softr.app/service-details?recordId=recgSzIZP1gTfmOBGhttps://resourcecenter.softr.app/service-details?recordId=recGohfC5LUiDZmwH><span>Service Name</span></a></li></ul>"
"11008 N Newport Hwy, Spokane, WA 99218",11008 N Newport Hwy,,Spokane,WA,99218,"11008 N Newport Hwy, Spokane, WA 99218",https://www.google.com/maps/search/11008%20N%20Newport%20Hwy%2C%20Spokane%2C%20WA%2099218,,47.75688336,-117.39471460,91,,,,,The Arc Thrift Store - North Spokane - The Arc of Spokane - 167,The Arc Thrift Store - North Spokane,167,https://resourcecenter.softr.app/service-details?recordId=recVO0HmMbzHgWDkV,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>11008 N Newport Hwy, Spokane, WA 99218</h3><h4>Organizations</h4><ul><li><a href=><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recVO0HmMbzHgWDkV><span>Service Name</span></a></li></ul>"
"11707 E Sprague Ave, Suite 106, Spokane Valley, WA 99206",11707 E Sprague Ave,Suite 106,Spokane Valley,WA,99206,"11707 E Sprague Ave, Spokane Valley, WA 99206",https://www.google.com/maps/search/11707%20E%20Sprague%20Ave%2C%20Spokane%20Valley%2C%20WA%2099206,checked,47.65776999,-117.24772989,1,World Relief_79,World Relief,79,https://resourcecenter.softr.app/organization-details?recordId=rec8sw8Wgry7pSRNA,,,,,2/4/2025 12:32pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>11707 E Sprague Ave, Suite 106, Spokane Valley, WA 99206</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=rec8sw8Wgry7pSRNA><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=><span>Service Name</span></a></li></ul>"
"12509 N Market St, Mead, WA 99021",12509 N Market St,,Mead,WA,99021,"12509 N Market St, Mead, WA 99021",https://www.google.com/maps/search/12509%20N%20Market%20St%2C%20Mead%2C%20WA%2099021,,47.77072024,-117.35409660,46,Mead Community Services_84,Mead Community Services,84,https://resourcecenter.softr.app/organization-details?recordId=recMNXYcdw1f6AAEw,Mead Food Bank - Mead Community Services - 210,Mead Food Bank,210,https://resourcecenter.softr.app/service-details?recordId=recIiiAx1MHoiKo2R,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>12509 N Market St, Mead, WA 99021</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recMNXYcdw1f6AAEw><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recIiiAx1MHoiKo2R><span>Service Name</span></a></li></ul>"
"12615 E Mission Ave, Unit 312, Spokane Valley, WA 99216",12615 E Mission Ave,Unit 312,Spokane Valley,WA,99216,"12615 E Mission Ave, Spokane Valley, WA 99216",https://www.google.com/maps/search/12615%20E%20Mission%20Ave%2C%20Spokane%20Valley%2C%20WA%2099216,,47.67171311,-117.23506700,76,Special Mobility Services (SMS)_54,Special Mobility Services (SMS),54,https://resourcecenter.softr.app/organization-details?recordId=rec22UWwNyWBs8pZN,Medical Transportation - Special Mobility Services (SMS) - 149,Medical Transportation,149,https://resourcecenter.softr.app/service-details?recordId=recfpy16iYEgLVU7r,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>12615 E Mission Ave, Unit 312, Spokane Valley, WA 99216</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=rec22UWwNyWBs8pZN><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recfpy16iYEgLVU7r><span>Service Name</span></a></li></ul>"
"13114 W Sunset Hwy, Airway Heights, WA 99001",13114 W Sunset Hwy,,Airway Heights,WA,99001,"13114 W Sunset Hwy, Airway Heights, WA 99001",https://www.google.com/maps/search/13114%20W%20Sunset%20Hwy%2C%20Airway%20Heights%2C%20WA%2099001,,47.64304800,-117.55805500,106,Women's Healing & Empowerment Network (WHEN)_88,Women's Healing & Empowerment Network (WHEN),88,https://resourcecenter.softr.app/organization-details?recordId=recCCnqfGJKM19l8b,"Cleone's Closet - Women's Healing & Empowerment Network (WHEN) - 217,Frieda’s Healing Center - Women's Healing & Empowerment Network (WHEN) - 218","Cleone's Closet, Frieda’s Healing Center","217, 218","https://resourcecenter.softr.app/service-details?recordId=recvGEW66bQPJ640N, https://resourcecenter.softr.app/service-details?recordId=recoKdZJPzLjYAUXn",12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>13114 W Sunset Hwy, Airway Heights, WA 99001</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recCCnqfGJKM19l8b><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recvGEW66bQPJ640Nhttps://resourcecenter.softr.app/service-details?recordId=recoKdZJPzLjYAUXn><span>Service Name</span></a></li></ul>"
"13120 N Pittsburg St, Spokane, WA 99208",13120 N Pittsburg St,,Spokane,WA,99208,"13120 N Pittsburg St, Spokane, WA 99208",https://www.google.com/maps/search/13120%20N%20Pittsburg%20St%2C%20Spokane%2C%20WA%2099208,,47.77665012,-117.38421420,89,,,,,Clothing Outlet (North) - Teen & Kid Closet - 165,Clothing Outlet (North),165,https://resourcecenter.softr.app/service-details?recordId=recoT6oB6sRzLHSPY,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>13120 N Pittsburg St, Spokane, WA 99208</h3><h4>Organizations</h4><ul><li><a href=><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recoT6oB6sRzLHSPY><span>Service Name</span></a></li></ul>"
"13513 W 6th Ave, Arrow Point, Airway Heights, WA 99001",13513 W 6th Ave,Arrow Point,Airway Heights,WA,99001,"13513 W 6th Ave, Airway Heights, WA 99001",https://www.google.com/maps/search/13513%20W%206th%20Ave%2C%20Airway%20Heights%2C%20WA%2099001,,47.64990057,-117.59757010,109,,,,,FREE Preschool (West Plains A&B) - Young Women's Christian Association (YWCA) - 233,FREE Preschool (West Plains A&B),233,https://resourcecenter.softr.app/service-details?recordId=recjuimCAIEwxDAEr,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>13513 W 6th Ave, Arrow Point, Airway Heights, WA 99001</h3><h4>Organizations</h4><ul><li><a href=><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recjuimCAIEwxDAEr><span>Service Name</span></a></li></ul>"
"13707 8th Ave E, Tacoma, WA 98445",13707 8th Ave E,,Tacoma,WA,98445,"13707 8th Ave E, Tacoma, WA 98445",https://www.google.com/maps/search/13707%208th%20Ave%20E%2C%20Tacoma%2C%20WA%2098445,,47.13216426,-122.42074040,104,Wide World for Refugee_77,Wide World for Refugee,77,https://resourcecenter.softr.app/organization-details?recordId=recdLvH0tE2W26kIF,Learn English - Wide World for Refugee - 199,Learn English,199,https://resourcecenter.softr.app/service-details?recordId=reclLuP8Vjp1TmPRS,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>13707 8th Ave E, Tacoma, WA 98445</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recdLvH0tE2W26kIF><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=reclLuP8Vjp1TmPRS><span>Service Name</span></a></li></ul>"
